"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 10- 06","310.73","314.41","317.74","309.43","627.49K","-1.38%"
"2020- 10- 05","315.07","310.41","315.07","310.41","721.83K","2.27%"
"2020- 10- 02","308.07","307.96","313.13","306.85","1.04M","-2.30%"
"2020- 10- 01","315.33","315.59","316.18","313.43","701.29K","1.25%"
"2020- 09- 30","311.45","309.23","314.58","308.69","731.68K","0.74%"
"2020- 09- 29","309.15","309.87","311.15","308.74","542.72K","-0.27%"
"2020- 09- 28","310.00","309.14","310.00","306.85","668.40K","1.85%"
"2020- 09- 25","304.36","297.24","305.13","295.49","647.22K","2.52%"
"2020- 09- 24","296.88","292.75","300.51","292.59","728.26K","0.31%"
"2020- 09- 23","295.97","304.96","305.27","294.97","745.83K","-2.99%"
"2020- 09- 22","305.09","303.60","305.67","298.34","819.08K","1.66%"
"2020- 09- 21","300.11","292.37","300.22","291.18","1.37M","0.92%"
"2020- 09- 18","297.37","302.59","302.65","293.66","1.11M","-1.47%"
"2020- 09- 17","301.80","297.55","303.60","297.10","893.52K","-0.90%"
"2020- 09- 16","304.53","310.34","310.74","304.37","674.06K","-1.50%"
"2020- 09- 15","309.16","310.68","311.01","306.95","774.61K","1.09%"
"2020- 09- 14","305.82","304.38","307.27","303.15","720.36K","2.13%"
"2020- 09- 11","299.45","305.02","305.44","295.79","1.25M","-1.03%"
"2020- 09- 10","302.58","313.50","314.18","300.94","1.17M","-2.11%"
"2020- 09- 09","309.10","306.59","312.17","303.38","1.21M","3.16%"
"2020- 09- 08","299.64","302.26","309.00","299.21","2.11M","-4.36%"
"2020- 09- 04","313.29","316.49","320.84","299.81","2.33M","-1.59%"
"2020- 09- 03","318.35","332.76","332.76","315.92","2.16M","-5.91%"
"2020- 09- 02","338.36","340.74","340.74","332.28","1.14M","0.71%"
"2020- 09- 01","335.96","331.78","336.29","330.26","858.89K","2.38%"
"2020- 08- 31","328.15","328.29","330.32","326.51","643.04K","0.31%"
"2020- 08- 28","327.15","325.47","328.11","325.23","748.22K","0.97%"
"2020- 08- 27","324.02","325.67","326.62","321.29","682.49K","-0.06%"
"2020- 08- 26","324.22","320.88","325.14","320.44","638.56K","2.07%"
"2020- 08- 25","317.65","315.70","317.88","314.86","513.59K","0.48%"
"2020- 08- 24","316.14","318.21","318.42","313.59","568.29K","0.81%"
"2020- 08- 21","313.59","310.77","314.04","310.56","645.61K","1.04%"
"2020- 08- 20","310.36","305.54","310.93","304.82","457.95K","1.29%"
"2020- 08- 19","306.41","307.50","309.06","306.00","434.27K","-0.16%"
"2020- 08- 18","306.89","306.72","307.79","304.43","411.21K","0.30%"
"2020- 08- 17","305.98","305.13","306.50","305.07","408.78K","0.86%"
"2020- 08- 14","303.38","304.24","304.64","301.94","413.25K","-0.25%"
"2020- 08- 13","304.13","303.75","306.50","302.89","764.17K","0.24%"
"2020- 08- 12","303.39","299.38","304.01","299.00","1.07M","2.19%"
"2020- 08- 11","296.88","301.29","302.81","296.51","629.37K","-1.77%"
"2020- 08- 10","302.23","303.93","304.36","298.22","681.99K","-0.32%"
"2020- 08- 07","303.19","307.14","307.14","300.70","1.02M","-1.62%"
"2020- 08- 06","308.17","304.58","308.47","303.39","553.60K","1.21%"
"2020- 08- 05","304.50","304.27","305.20","303.12","517.73K","0.44%"
"2020- 08- 04","303.17","301.94","303.24","300.43","905.83K","0.33%"
"2020- 08- 03","302.18","299.48","303.24","298.75","952.96K","2.34%"
"2020- 07- 31","295.27","293.12","295.33","288.12","782.16K","2.35%"
"2020- 07- 30","288.48","284.36","288.72","282.74","439.43K","0.50%"
"2020- 07- 29","287.04","283.46","287.63","283.46","402.80K","1.71%"
"2020- 07- 28","282.21","285.07","285.70","282.06","443.27K","-1.19%"
"2020- 07- 27","285.62","282.67","285.96","282.24","698.11K","1.69%"
"2020- 07- 24","280.86","280.16","282.89","276.39","1.30M","-1.29%"
"2020- 07- 23","284.53","290.60","292.43","283.17","1.06M","-2.46%"
"2020- 07- 22","291.70","289.97","292.94","289.59","600.97K","0.75%"
"2020- 07- 21","289.52","294.94","294.94","288.62","774.45K","-0.96%"
"2020- 07- 20","292.34","285.65","293.04","284.37","657.47K","2.63%"
"2020- 07- 17","284.86","284.75","285.69","282.20","484.79K","0.59%"
"2020- 07- 16","283.18","283.81","284.50","280.98","520.24K","-1.26%"
"2020- 07- 15","286.80","287.78","288.87","283.10","850.91K","0.62%"
"2020- 07- 14","285.02","279.37","285.35","276.14","1.04M","1.20%"
"2020- 07- 13","281.65","290.68","292.44","281.00","1.41M","-2.28%"
"2020- 07- 10","288.23","288.17","288.60","285.28","583.77K","-0.19%"
"2020- 07- 09","288.79","290.00","290.06","284.41","602.68K","0.40%"
"2020- 07- 08","287.63","284.67","287.63","283.61","566.17K","1.74%"
"2020- 07- 07","282.72","284.95","288.12","282.36","788.03K","-0.92%"
"2020- 07- 06","285.34","284.46","287.19","284.12","781.11K","1.58%"
"2020- 07- 02","280.90","281.96","283.30","280.24","820.63K","0.55%"
"2020- 07- 01","279.37","278.65","280.89","277.53","945.75K","0.24%"
"2020- 06- 30","278.71","273.61","279.51","273.53","748.74K","1.82%"
"2020- 06- 29","273.74","271.28","273.74","267.46","868.81K","1.02%"
"2020- 06- 26","270.98","275.50","276.02","269.91","879.69K","-1.85%"
"2020- 06- 25","276.08","272.71","276.30","269.82","630.10K","1.33%"
"2020- 06- 24","272.46","277.71","279.23","270.88","911.88K","-2.26%"
"2020- 06- 23","278.76","279.16","282.04","278.43","695.29K","0.66%"
"2020- 06- 22","276.94","272.38","277.18","271.97","553.30K","1.60%"
"2020- 06- 19","272.58","277.72","278.02","271.40","638.41K","-0.66%"
"2020- 06- 18","274.40","272.62","274.70","272.01","666.84K","0.55%"
"2020- 06- 17","272.91","275.19","275.56","272.61","540.44K","-0.08%"
"2020- 06- 16","273.12","274.24","275.36","269.00","1.10M","2.10%"
"2020- 06- 15","267.49","259.17","268.45","258.61","745.57K","1.25%"
"2020- 06- 12","264.20","268.57","269.38","259.66","1.12M","1.23%"
"2020- 06- 11","260.99","270.96","272.17","260.73","1.34M","-5.70%"
"2020- 06- 10","276.76","274.81","278.78","274.10","641.29K","1.49%"
"2020- 06- 09","272.70","270.62","274.18","270.32","638.92K","0.22%"
"2020- 06- 08","272.09","270.20","272.17","267.90","1.39M","0.61%"
"2020- 06- 05","270.43","266.05","271.17","265.12","713.92K","2.42%"
"2020- 06- 04","264.05","265.71","267.11","262.41","706.39K","-0.98%"
"2020- 06- 03","266.67","265.27","267.35","264.30","716.61K","0.93%"
"2020- 06- 02","264.21","262.37","264.21","259.66","570.92K","0.89%"
"2020- 06- 01","261.87","259.98","262.48","259.09","1.02M","0.32%"
"2020- 05- 29","261.03","258.44","261.70","256.54","738.57K","1.25%"
"2020- 05- 28","257.81","257.59","262.55","257.00","703.69K","-0.20%"
"2020- 05- 27","258.33","256.75","258.36","250.91","836.77K","0.56%"
"2020- 05- 26","256.90","261.90","261.99","256.45","763.29K","0.07%"
"2020- 05- 22","256.72","255.07","256.90","254.01","521.18K","0.49%"
"2020- 05- 21","255.47","258.49","259.36","254.93","704.85K","-1.24%"
"2020- 05- 20","258.67","256.53","259.17","256.21","708.98K","2.29%"
"2020- 05- 19","252.88","254.04","256.97","252.88","709.60K","-0.30%"
"2020- 05- 18","253.65","252.59","255.09","251.94","900.52K","2.41%"
"2020- 05- 15","247.68","242.77","247.68","242.09","665.54K","0.59%"
"2020- 05- 14","246.23","241.31","246.50","238.58","799.88K","1.20%"
"2020- 05- 13","243.30","248.13","249.76","240.16","1.16M","-1.78%"
"2020- 05- 12","247.70","254.37","254.91","247.70","3.60M","-2.15%"
"2020- 05- 11","253.14","249.79","254.66","249.35","1.38M","0.69%"
"2020- 05- 08","251.41","250.35","251.71","248.54","774.41K","1.48%"
"2020- 05- 07","247.74","247.02","249.11","246.68","812.74K","1.80%"
"2020- 05- 06","243.36","243.66","245.71","242.16","712.23K","0.72%"
"2020- 05- 05","241.62","240.65","244.47","240.45","900.02K","1.55%"
"2020- 05- 04","237.94","233.33","238.14","232.57","624.78K","1.23%"
"2020- 05- 01","235.05","236.57","239.32","234.06","929.83K","-2.87%"
"2020- 04- 30","242.00","244.09","244.09","240.33","837.42K","-0.62%"
"2020- 04- 29","243.52","238.46","244.20","237.75","948.60K","4.27%"
"2020- 04- 28","233.55","239.50","239.66","233.27","843.15K","-1.27%"
"2020- 04- 27","236.55","236.16","237.01","235.00","886.13K","1.14%"
"2020- 04- 24","233.89","230.24","234.09","228.71","856.66K","1.97%"
"2020- 04- 23","229.38","231.13","233.77","229.09","600.85K","-0.51%"
"2020- 04- 22","230.56","227.57","231.74","226.65","674.36K","3.79%"
"2020- 04- 21","222.14","228.48","229.00","220.84","1.05M","-4.11%"
"2020- 04- 20","231.66","232.49","235.30","231.61","1.31M","-1.66%"
"2020- 04- 17","235.57","236.04","236.32","232.05","1.01M","1.61%"
"2020- 04- 16","231.84","232.19","232.54","228.24","1.25M","1.04%"
"2020- 04- 15","229.46","229.88","231.08","227.59","912.34K","-2.17%"
"2020- 04- 14","234.54","230.53","235.00","229.51","1.62M","4.06%"
"2020- 04- 13","225.39","224.28","225.44","220.62","1.01M","0.23%"
"2020- 04- 09","224.88","227.64","228.55","223.22","1.71M","0.24%"
"2020- 04- 08","224.35","220.71","225.29","219.04","1.06M","2.87%"
"2020- 04- 07","218.09","228.18","228.18","217.86","1.74M","-0.76%"
"2020- 04- 06","219.76","211.58","221.26","210.17","1.18M","8.52%"
"2020- 04- 03","202.51","205.05","207.09","200.00","501.76K","-1.61%"
"2020- 04- 02","205.83","200.84","206.32","200.01","761.30K","1.96%"
"2020- 04- 01","201.88","204.86","208.80","200.22","1.20M","-4.73%"
"2020- 03- 31","211.90","215.94","219.25","210.75","1.48M","-1.96%"
"2020- 03- 30","216.14","209.80","216.50","209.73","1.53M","3.96%"
"2020- 03- 27","207.91","210.94","214.54","207.30","1.44M","-4.42%"
"2020- 03- 26","217.53","207.26","217.94","207.26","1.66M","6.18%"
"2020- 03- 25","204.87","206.88","214.12","200.72","1.82M","0.05%"
"2020- 03- 24","204.77","197.20","204.95","196.01","1.56M","10.39%"
"2020- 03- 23","185.49","186.98","190.33","179.45","1.73M","-0.89%"
"2020- 03- 20","187.15","200.00","201.92","186.79","1.57M","-4.03%"
"2020- 03- 19","195.00","191.57","201.56","187.11","1.33M","0.16%"
"2020- 03- 18","194.69","189.28","198.00","183.01","3.81M","-3.36%"
"2020- 03- 17","201.46","194.11","204.56","187.58","1.58M","6.03%"
"2020- 03- 16","190.01","193.27","206.58","190.00","1.89M","-13.49%"
"2020- 03- 13","219.63","210.62","219.89","199.26","2.07M","11.01%"
"2020- 03- 12","197.84","203.30","214.08","197.76","3.46M","-9.84%"
"2020- 03- 11","219.43","224.29","225.54","216.15","1.58M","-4.81%"
"2020- 03- 10","230.52","225.68","230.52","217.59","3.02M","5.91%"
"2020- 03- 09","217.65","217.52","227.11","215.45","2.52M","-7.71%"
"2020- 03- 06","235.83","232.99","237.22","229.49","1.69M","-2.12%"
"2020- 03- 05","240.94","242.27","246.85","239.43","948.37K","-3.13%"
"2020- 03- 04","248.72","244.43","248.90","240.71","951.18K","4.08%"
"2020- 03- 03","238.97","249.60","251.20","236.48","2.09M","-3.65%"
"2020- 03- 02","248.02","239.38","248.02","234.98","2.18M","5.25%"
"2020- 02- 28","235.65","224.37","237.33","223.79","3.54M","0.88%"
"2020- 02- 27","233.60","238.22","243.75","233.60","2.52M","-5.18%"
"2020- 02- 26","246.35","246.32","251.89","244.52","1.79M","0.23%"
"2020- 02- 25","245.78","256.00","256.88","244.76","1.79M","-3.18%"
"2020- 02- 24","253.85","252.18","257.25","249.00","1.96M","-4.09%"
"2020- 02- 21","264.68","269.22","269.50","262.94","1.14M","-2.22%"
"2020- 02- 20","270.68","272.89","273.51","266.84","856.70K","-0.93%"
"2020- 02- 19","273.21","271.72","273.73","271.72","659.27K","1.12%"
"2020- 02- 18","270.19","269.27","270.63","268.72","721.86K","-0.37%"
"2020- 02- 14","271.18","270.73","271.76","269.86","482.44K","0.40%"
"2020- 02- 13","270.09","268.76","271.46","268.31","512.53K","-0.20%"
"2020- 02- 12","270.64","269.53","270.72","268.10","513.93K","1.06%"
"2020- 02- 11","267.79","270.65","270.85","267.00","536.31K","-0.18%"
"2020- 02- 10","268.28","263.57","268.34","263.45","550.21K","1.25%"
"2020- 02- 07","264.98","266.11","267.09","264.40","578.85K","-0.93%"
"2020- 02- 06","267.48","266.43","267.48","265.14","518.91K","0.80%"
"2020- 02- 05","265.35","268.35","268.62","263.45","757.79K","0.47%"
"2020- 02- 04","264.10","261.73","264.53","261.10","830.12K","2.61%"
"2020- 02- 03","257.37","254.45","257.89","254.22","975.16K","1.26%"
"2020- 01- 31","254.18","259.97","260.00","253.27","942.12K","-2.69%"
"2020- 01- 30","261.21","258.88","261.36","257.38","566.27K","0.80%"
"2020- 01- 29","259.14","260.82","261.37","258.38","648.08K","0.10%"
"2020- 01- 28","258.88","256.14","259.47","255.68","622.63K","1.90%"
"2020- 01- 27","254.05","254.06","255.95","251.44","1.07M","-2.39%"
"2020- 01- 24","260.26","263.49","263.99","259.25","790.83K","-0.52%"
"2020- 01- 23","261.61","260.47","261.61","259.41","464.06K","0.50%"
"2020- 01- 22","260.32","261.07","262.13","260.07","763.14K","0.41%"
"2020- 01- 21","259.25","258.88","260.79","258.74","734.80K","-0.15%"
"2020- 01- 17","259.63","259.23","259.77","257.83","541.75K","0.59%"
"2020- 01- 16","258.10","256.36","258.14","256.02","564.92K","1.37%"
"2020- 01- 15","254.61","254.69","255.99","253.82","747.81K","0.08%"
"2020- 01- 14","254.40","255.91","256.19","254.12","965.63K","-0.53%"
"2020- 01- 13","255.76","253.54","255.87","253.39","592.58K","1.34%"
"2020- 01- 10","252.38","253.96","254.27","251.91","604.92K","-0.22%"
"2020- 01- 09","252.93","252.31","253.02","251.08","576.94K","1.12%"
"2020- 01- 08","250.12","247.69","251.16","247.38","622.09K","1.05%"
"2020- 01- 07","247.51","247.87","248.56","247.02","389.99K","-0.01%"
"2020- 01- 06","247.54","244.43","247.63","243.84","525.61K","0.33%"
"2020- 01- 03","246.72","245.93","248.39","245.90","1.63M","-1.05%"
"2020- 01- 02","249.34","247.05","249.36","246.64","1.42M","1.83%"
"2019- 12- 31","244.85","243.31","245.05","243.00","374.33K","0.27%"
"2019- 12- 30","244.18","245.50","245.63","242.10","507.14K","-0.59%"
"2019- 12- 27","245.64","246.71","246.75","244.93","349.47K","-0.04%"
"2019- 12- 26","245.73","244.32","245.73","244.32","301.47K","0.77%"
"2019- 12- 24","243.85","244.10","244.24","243.27","234.60K","0.01%"
"2019- 12- 23","243.83","243.92","244.32","243.35","430.65K","0.34%"
"2019- 12- 20","243.01","243.11","243.34","242.47","519.66K","0.56%"
"2019- 12- 19","241.66","240.32","241.70","240.20","524.58K","0.66%"
"2019- 12- 18","240.08","240.37","240.93","239.89","405.99K","0.03%"
"2019- 12- 17","240.00","240.94","240.99","239.57","497.95K","-0.19%"
"2019- 12- 16","240.46","240.01","241.35","240.00","529.27K","0.62%"
"2019- 12- 13","238.97","237.64","239.50","236.85","540.44K","0.65%"
"2019- 12- 12","237.43","234.64","237.76","233.88","614.02K","0.97%"
"2019- 12- 11","235.14","234.20","235.25","233.64","342.08K","0.66%"
"2019- 12- 10","233.60","233.95","234.77","233.21","730.28K","-0.04%"
"2019- 12- 09","233.70","234.55","235.15","233.58","304.96K","-0.52%"
"2019- 12- 06","234.91","234.20","235.07","233.99","390.18K","1.10%"
"2019- 12- 05","232.36","232.52","232.76","231.40","353.98K","0.28%"
"2019- 12- 04","231.72","232.32","232.50","231.41","522.70K","0.34%"
"2019- 12- 03","230.94","228.99","231.01","228.01","578.95K","-0.79%"
"2019- 12- 02","232.79","236.42","236.49","231.73","516.41K","-1.42%"
"2019- 11- 29","236.15","236.48","236.87","236.08","189.45K","-0.42%"
"2019- 11- 27","237.15","236.49","237.15","235.85","321.52K","0.62%"
"2019- 11- 26","235.69","235.66","236.32","235.36","461.87K","0.06%"
"2019- 11- 25","235.56","233.13","235.60","232.79","2.04M","1.47%"
"2019- 11- 22","232.15","232.99","233.33","231.19","345.39K","-0.03%"
"2019- 11- 21","232.21","233.27","233.28","231.74","363.06K","-0.54%"
"2019- 11- 20","233.48","234.07","234.95","231.65","809.67K","-0.52%"
"2019- 11- 19","234.71","234.81","235.34","233.66","599.49K","0.33%"
"2019- 11- 18","233.94","233.28","234.36","232.40","344.26K","0.24%"
"2019- 11- 15","233.39","232.98","233.40","232.35","320.22K","0.83%"
"2019- 11- 14","231.46","230.91","231.56","230.30","450.78K","-0.12%"
"2019- 11- 13","231.74","230.23","231.89","230.22","299.30K","0.22%"
"2019- 11- 12","231.22","230.69","232.00","230.18","386.72K","0.32%"
"2019- 11- 11","230.49","228.89","230.73","228.61","323.38K","0.13%"
"2019- 11- 08","230.20","228.27","230.20","227.46","341.07K","0.54%"
"2019- 11- 07","228.97","228.76","230.23","228.37","442.70K","0.81%"
"2019- 11- 06","227.13","227.37","227.37","226.03","353.81K","-0.10%"
"2019- 11- 05","227.36","228.23","228.23","226.60","477.36K","-0.10%"
"2019- 11- 04","227.58","228.35","228.45","227.23","370.79K","0.45%"
"2019- 11- 01","226.55","224.58","226.55","224.13","569.04K","1.30%"
"2019- 10- 31","223.64","224.38","224.41","222.29","343.22K","-0.12%"
"2019- 10- 30","223.90","223.04","224.10","221.70","348.62K","0.67%"
"2019- 10- 29","222.40","224.17","224.49","222.40","295.78K","-0.81%"
"2019- 10- 28","224.22","223.22","224.47","223.13","862.48K","1.15%"
"2019- 10- 25","221.68","219.00","221.81","219.00","278.29K","1.21%"
"2019- 10- 24","219.04","218.00","219.18","217.36","256.79K","1.53%"
"2019- 10- 23","215.74","215.00","216.03","214.50","248.58K","0.10%"
"2019- 10- 22","215.52","218.98","219.67","215.45","354.88K","-1.35%"
"2019- 10- 21","218.48","217.54","218.64","216.89","240.54K","1.00%"
"2019- 10- 18","216.31","218.19","218.45","214.81","317.72K","-1.06%"
"2019- 10- 17","218.62","219.77","220.16","217.48","326.87K","-0.10%"
"2019- 10- 16","218.83","219.44","219.44","217.98","352.19K","-0.87%"
"2019- 10- 15","220.76","219.12","221.31","218.94","384.99K","1.04%"
"2019- 10- 14","218.49","218.27","219.26","218.25","283.23K","0.00%"
"2019- 10- 11","218.50","217.88","220.43","217.88","782.72K","1.46%"
"2019- 10- 10","215.35","213.96","216.27","213.94","328.02K","0.60%"
"2019- 10- 09","214.06","213.16","214.84","212.85","362.36K","1.43%"
"2019- 10- 08","211.05","213.72","214.01","210.94","483.76K","-1.94%"
"2019- 10- 07","215.23","215.17","216.90","214.98","347.19K","-0.31%"
"2019- 10- 04","215.91","213.64","216.12","213.62","397.87K","1.69%"
"2019- 10- 03","212.32","209.52","212.34","206.92","505.19K","1.29%"
"2019- 10- 02","209.61","212.18","212.29","208.01","601.98K","-1.87%"
"2019- 10- 01","213.61","216.51","217.91","213.39","522.62K","-0.90%"
"2019- 09- 30","215.55","214.05","216.00","213.70","356.93K","1.09%"
"2019- 09- 27","213.22","216.60","216.68","211.61","518.56K","-1.45%"
"2019- 09- 26","216.36","216.17","217.04","214.80","262.07K","-0.29%"
"2019- 09- 25","216.99","214.21","217.62","212.23","350.96K","1.19%"
"2019- 09- 24","214.43","218.14","219.00","213.63","543.33K","-1.13%"
"2019- 09- 23","216.88","216.25","217.53","215.70","296.44K","0.22%"
"2019- 09- 20","216.40","219.39","219.44","215.55","395.12K","-1.06%"
"2019- 09- 19","218.72","218.84","220.56","218.37","467.70K","0.22%"
"2019- 09- 18","218.23","217.93","218.29","215.25","277.98K","0.06%"
"2019- 09- 17","218.11","217.43","218.25","217.01","196.44K","0.36%"
"2019- 09- 16","217.33","215.87","217.77","215.46","291.05K","-0.10%"
"2019- 09- 13","217.54","218.88","219.00","217.37","285.16K","-0.71%"
"2019- 09- 12","219.09","219.50","221.00","218.35","1.67M","0.47%"
"2019- 09- 11","218.07","216.39","218.20","215.94","290.42K","1.03%"
"2019- 09- 10","215.85","215.72","215.85","213.30","439.62K","-0.50%"
"2019- 09- 09","216.93","219.49","219.67","215.63","700.39K","-0.77%"
"2019- 09- 06","218.61","219.41","219.52","218.20","274.90K","-0.14%"
"2019- 09- 05","218.92","217.27","219.77","217.20","439.01K","2.02%"
"2019- 09- 04","214.58","213.22","214.58","213.06","250.90K","1.73%"
"2019- 09- 03","210.93","211.96","212.64","210.15","460.51K","-1.23%"
"2019- 08- 30","213.56","214.99","215.22","211.96","317.55K","-0.07%"
"2019- 08- 29","213.70","212.84","214.35","212.29","415.89K","1.76%"
"2019- 08- 28","210.00","208.77","210.38","207.16","300.68K","0.05%"
"2019- 08- 27","209.90","211.83","212.18","208.75","362.47K","-0.25%"
"2019- 08- 26","210.42","210.37","210.68","208.86","377.28K","1.27%"
"2019- 08- 23","207.79","213.47","215.50","207.05","626.03K","-3.19%"
"2019- 08- 22","214.64","215.71","216.15","212.85","259.49K","-0.24%"
"2019- 08- 21","215.15","214.75","215.75","214.15","372.29K","1.16%"
"2019- 08- 20","212.69","213.36","214.34","212.39","339.43K","-0.44%"
"2019- 08- 19","213.64","213.84","214.46","212.60","659.25K","1.48%"
"2019- 08- 16","210.53","208.82","211.09","208.29","354.80K","1.80%"
"2019- 08- 15","206.81","207.36","207.77","205.06","643.22K","-0.20%"
"2019- 08- 14","207.22","209.78","210.51","206.55","2.26M","-3.07%"
"2019- 08- 13","213.79","208.63","214.54","208.16","423.82K","2.40%"
"2019- 08- 12","208.77","210.21","210.67","207.82","411.14K","-1.33%"
"2019- 08- 09","211.58","212.89","213.32","210.10","358.86K","-1.14%"
"2019- 08- 08","214.02","210.52","214.10","210.12","1.10M","2.48%"
"2019- 08- 07","208.85","205.27","209.25","204.13","462.77K","0.68%"
"2019- 08- 06","207.43","206.97","208.27","205.17","695.59K","1.46%"
"2019- 08- 05","204.44","207.58","207.61","202.62","1.10M","-4.11%"
"2019- 08- 02","213.20","215.51","216.00","211.44","686.78K","-1.86%"
"2019- 08- 01","217.25","218.74","223.20","216.18","880.61K","-0.50%"
"2019- 07- 31","218.35","222.52","222.96","216.05","664.97K","-1.46%"
"2019- 07- 30","221.58","221.24","222.43","220.88","231.19K","-0.61%"
"2019- 07- 29","222.93","223.28","223.67","220.96","528.84K","-0.16%"
"2019- 07- 26","223.28","222.57","223.59","222.53","253.89K","0.69%"
"2019- 07- 25","221.74","222.89","222.89","221.27","385.00K","-0.71%"
"2019- 07- 24","223.32","220.99","223.37","220.86","333.01K","0.94%"
"2019- 07- 23","221.25","221.29","221.29","219.50","316.57K","0.57%"
"2019- 07- 22","220.00","218.51","220.57","218.51","354.09K","1.08%"
"2019- 07- 19","217.64","220.67","220.90","217.53","369.36K","-0.54%"
"2019- 07- 18","218.83","217.00","219.14","216.52","348.32K","0.71%"
"2019- 07- 17","217.29","217.92","218.65","217.29","218.01K","-0.24%"
"2019- 07- 16","217.82","219.51","219.51","217.37","1.65M","-0.85%"
"2019- 07- 15","219.68","219.59","220.00","219.12","280.60K","0.25%"
