"날짜","종가","시가","고가","저가","거래량","변동 %"
"2020- 11- 10","100.38","97.44","100.73","97.44","110.12K","3.99%"
"2020- 11- 09","96.53","96.12","98.63","95.81","335.69K","6.72%"
"2020- 11- 06","90.45","91.21","91.74","89.93","72.10K","-1.16%"
"2020- 11- 05","91.51","90.35","91.82","90.35","75.96K","1.90%"
"2020- 11- 04","89.80","90.59","91.61","89.11","89.18K","-0.86%"
"2020- 11- 03","90.58","88.74","91.00","88.74","92.54K","3.37%"
"2020- 11- 02","87.63","86.16","87.82","85.81","128.11K","2.95%"
"2020- 10- 30","85.12","84.98","85.69","83.73","187.43K","-0.36%"
"2020- 10- 29","85.43","84.21","85.83","83.91","150.71K","1.34%"
"2020- 10- 28","84.30","85.73","86.22","84.23","138.79K","-3.43%"
"2020- 10- 27","87.29","89.29","89.29","87.24","104.42K","-2.40%"
"2020- 10- 26","89.44","91.14","91.14","88.59","88.08K","-3.27%"
"2020- 10- 23","92.46","92.60","92.87","91.98","57.18K","0.37%"
"2020- 10- 22","92.12","90.26","92.19","90.26","54.90K","2.02%"
"2020- 10- 21","90.30","91.81","91.81","90.12","142.48K","-1.91%"
"2020- 10- 20","92.06","92.49","93.23","91.83","63.82K","-0.28%"
"2020- 10- 19","92.32","92.77","93.85","92.00","70.45K","-0.26%"
"2020- 10- 16","92.56","92.57","93.35","92.50","85.34K","0.72%"
"2020- 10- 15","91.90","90.35","92.06","90.04","83.49K","0.45%"
"2020- 10- 14","91.49","91.09","92.43","91.09","66.18K","0.47%"
"2020- 10- 13","91.06","91.50","91.62","90.63","284.29K","-1.49%"
"2020- 10- 12","92.44","92.33","92.69","91.70","90.00K","0.37%"
"2020- 10- 09","92.10","93.18","93.38","92.10","69.73K","-0.67%"
"2020- 10- 08","92.72","91.52","92.72","91.38","48.38K","1.90%"
"2020- 10- 07","90.99","90.21","91.40","90.21","132.10K","2.18%"
"2020- 10- 06","89.05","90.71","91.87","88.97","76.46K","-1.08%"
"2020- 10- 05","90.02","90.00","90.88","89.61","115.83K","0.74%"
"2020- 10- 04","89.36","89.36","89.36","89.36","","0.00%"
"2020- 10- 03","89.36","89.36","89.36","89.36","","0.00%"
"2020- 10- 02","89.36","86.49","89.61","86.12","74.49K","0.87%"
"2020- 10- 01","88.59","87.67","89.22","87.67","107.54K","1.43%"
"2020- 09- 30","87.34","88.37","89.61","86.62","113.31K","-1.40%"
"2020- 09- 29","88.58","89.38","89.39","88.03","75.68K","-1.08%"
"2020- 09- 28","89.55","88.49","90.50","88.49","78.58K","2.68%"
"2020- 09- 27","87.21","87.21","87.21","87.21","","0.00%"
"2020- 09- 26","87.21","87.21","87.21","87.21","","0.00%"
"2020- 09- 25","87.21","85.13","87.41","85.01","142.10K","2.54%"
"2020- 09- 24","85.05","85.18","86.30","83.71","86.68K","-0.42%"
"2020- 09- 23","85.41","88.50","89.68","85.41","91.02K","-3.35%"
"2020- 09- 22","88.37","88.24","88.82","86.99","83.82K","0.00%"
"2020- 09- 21","88.37","89.43","89.70","87.69","111.02K","-3.13%"
"2020- 09- 18","91.23","91.74","92.79","90.84","57.51K","-0.44%"
"2020- 09- 17","91.63","89.89","92.00","89.26","126.62K","0.54%"
"2020- 09- 16","91.14","89.62","92.23","89.08","129.44K","1.84%"
"2020- 09- 15","89.49","90.30","90.62","89.25","117.89K","-0.38%"
"2020- 09- 14","89.83","88.26","90.05","88.12","73.31K","2.46%"
"2020- 09- 13","87.67","87.67","87.67","87.67","","0.00%"
"2020- 09- 11","87.67","86.80","88.35","86.70","91.77K","1.42%"
"2020- 09- 10","86.44","88.29","89.36","86.29","916.02K","-1.90%"
"2020- 09- 09","88.11","89.01","89.02","86.93","812.53K","0.13%"
"2020- 09- 08","88.00","89.01","89.26","87.73","133.94K","-2.03%"
"2020- 09- 04","89.82","90.93","91.71","88.40","101.58K","-0.60%"
"2020- 09- 03","90.36","92.33","93.16","89.65","131.61K","-2.42%"
"2020- 09- 02","92.60","90.82","92.74","90.46","87.57K","2.18%"
"2020- 09- 01","90.62","89.86","90.92","89.35","77.78K","0.20%"
"2020- 08- 31","90.44","91.32","91.40","90.02","100.58K","-1.10%"
"2020- 08- 30","91.45","91.45","91.45","91.45","","0.00%"
"2020- 08- 28","91.45","91.14","91.50","90.80","50.91K","0.61%"
"2020- 08- 27","90.90","90.62","91.84","90.25","85.32K","0.74%"
"2020- 08- 26","90.23","91.39","91.39","90.08","167.20K","-1.44%"
"2020- 08- 25","91.55","92.28","92.41","90.92","109.32K","-0.37%"
"2020- 08- 24","91.89","90.09","91.89","89.75","104.19K","2.62%"
"2020- 08- 23","89.54","89.54","89.54","89.54","","0.00%"
"2020- 08- 22","89.54","89.54","89.54","89.54","","0.00%"
"2020- 08- 21","89.54","89.64","90.17","89.41","108.34K","-0.65%"
"2020- 08- 20","90.13","90.25","90.40","89.66","99.51K","-1.05%"
"2020- 08- 19","91.09","90.71","91.76","90.56","60.96K","0.47%"
"2020- 08- 18","90.66","91.69","91.92","90.62","75.87K","-1.40%"
"2020- 08- 17","91.95","93.56","93.66","91.79","58.32K","-1.65%"
"2020- 08- 14","93.49","92.23","93.96","92.11","107.36K","0.75%"
"2020- 08- 13","92.79","92.40","93.49","91.87","125.89K","-0.30%"
"2020- 08- 12","93.07","94.49","94.69","92.18","94.52K","-0.60%"
"2020- 08- 11","93.63","94.46","95.74","93.39","140.50K","0.72%"
"2020- 08- 10","92.96","90.97","92.99","90.97","100.52K","2.35%"
"2020- 08- 09","90.83","90.83","90.83","90.83","","0.00%"
"2020- 08- 08","90.83","90.83","90.83","90.83","","0.00%"
"2020- 08- 07","90.83","90.17","90.83","89.76","94.31K","0.17%"
"2020- 08- 06","90.68","90.21","90.91","89.92","145.10K","0.30%"
"2020- 08- 05","90.41","87.93","90.41","87.67","88.67K","3.23%"
"2020- 08- 04","87.58","86.69","87.90","86.56","91.94K","0.37%"
"2020- 08- 03","87.26","85.85","87.58","84.62","181.81K","1.93%"
"2020- 08- 02","85.61","85.61","85.61","85.61","","0.00%"
"2020- 07- 31","85.61","86.24","86.36","84.27","172.11K","-0.85%"
"2020- 07- 30","86.34","85.25","87.05","85.23","89.32K","-0.21%"
"2020- 07- 29","86.52","86.97","87.40","85.74","93.68K","-0.47%"
"2020- 07- 28","86.93","86.56","88.26","86.41","61.71K","0.27%"
"2020- 07- 27","86.70","87.73","87.81","86.25","114.25K","-1.02%"
"2020- 07- 26","87.59","87.59","87.59","87.59","","0.00%"
"2020- 07- 25","87.59","87.59","87.59","87.59","","0.00%"
"2020- 07- 24","87.59","88.81","88.94","87.31","78.61K","-1.56%"
"2020- 07- 23","88.98","89.52","90.71","88.46","106.59K","-0.70%"
"2020- 07- 22","89.61","88.15","89.80","87.82","151.23K","1.43%"
"2020- 07- 21","88.35","87.47","89.28","87.31","137.34K","2.12%"
"2020- 07- 20","86.52","87.48","87.48","85.94","75.85K","-1.50%"
"2020- 07- 17","87.84","87.44","88.23","87.02","73.07K","0.95%"
"2020- 07- 16","87.01","86.33","87.86","85.76","139.31K","0.10%"
"2020- 07- 15","86.92","85.94","87.12","85.86","204.77K","3.49%"
"2020- 07- 14","83.99","82.44","84.00","81.86","153.08K","1.49%"
"2020- 07- 13","82.76","84.44","85.77","82.64","206.81K","-1.18%"
"2020- 07- 12","83.75","83.75","83.75","83.75","","0.00%"
"2020- 07- 11","83.75","83.75","83.75","83.75","","0.00%"
"2020- 07- 10","83.75","82.17","83.82","81.82","101.33K","1.82%"
"2020- 07- 09","82.25","84.91","84.92","81.81","767.43K","-3.12%"
"2020- 07- 08","84.90","84.77","85.43","83.81","69.05K","0.21%"
"2020- 07- 07","84.72","86.71","86.96","84.61","98.92K","-3.18%"
"2020- 07- 06","87.50","88.46","88.64","86.40","149.34K","0.69%"
"2020- 07- 05","86.90","86.90","86.90","86.90","","0.00%"
"2020- 07- 04","86.90","86.90","86.90","86.90","","0.00%"
"2020- 07- 02","86.90","88.58","89.31","86.70","98.16K","-0.16%"
"2020- 07- 01","87.04","87.97","89.19","86.44","101.49K","-0.74%"
"2020- 06- 30","87.69","87.73","87.96","86.51","113.28K","-0.74%"
"2020- 06- 29","88.34","85.59","88.34","85.16","146.61K","4.52%"
"2020- 06- 26","84.52","85.72","85.78","83.93","79.43K","-1.55%"
"2020- 06- 25","85.85","83.49","85.94","83.00","129.97K","1.98%"
"2020- 06- 24","84.18","86.65","86.86","83.39","215.06K","-3.89%"
"2020- 06- 23","87.59","89.20","89.20","87.10","117.29K","-1.31%"
"2020- 06- 22","88.75","87.90","88.75","86.57","105.58K","1.44%"
"2020- 06- 19","87.49","90.73","91.00","87.21","114.55K","-2.03%"
"2020- 06- 18","89.30","89.21","90.44","88.83","74.10K","-1.10%"
"2020- 06- 17","90.29","91.75","91.78","90.11","134.04K","-1.42%"
"2020- 06- 16","91.59","93.90","93.97","90.21","160.23K","1.70%"
"2020- 06- 15","90.06","86.26","90.70","85.78","274.48K","1.01%"
"2020- 06- 12","89.16","91.25","91.25","86.77","228.30K","3.00%"
"2020- 06- 11","86.56","90.78","91.21","86.52","635.03K","-8.87%"
"2020- 06- 10","94.98","98.11","98.11","94.41","159.78K","-3.40%"
"2020- 06- 09","98.32","99.08","99.34","97.56","491.49K","-2.70%"
"2020- 06- 08","101.05","100.92","101.78","100.11","178.69K","2.89%"
"2020- 06- 07","98.21","98.21","98.21","98.21","","0.00%"
"2020- 06- 05","98.21","99.27","100.50","97.62","371.65K","3.29%"
"2020- 06- 04","95.08","94.28","95.88","93.75","393.49K","1.22%"
"2020- 06- 03","93.93","91.47","94.17","91.47","176.05K","3.93%"
"2020- 06- 02","90.38","90.40","90.86","89.78","762.57K","0.87%"
"2020- 06- 01","89.60","88.79","90.64","88.79","191.35K","1.73%"
"2020- 05- 29","88.08","87.90","88.60","86.74","117.67K","-0.20%"
"2020- 05- 28","88.26","90.51","90.65","88.18","310.61K","-0.62%"
"2020- 05- 27","88.81","87.10","88.85","85.43","222.13K","4.72%"
"2020- 05- 26","84.81","83.79","85.47","83.65","168.07K","4.90%"
"2020- 05- 22","80.85","80.97","81.11","79.77","65.02K","0.16%"
"2020- 05- 21","80.72","79.77","81.05","79.47","136.17K","1.19%"
"2020- 05- 20","79.77","79.70","80.54","79.50","138.21K","1.58%"
"2020- 05- 19","78.53","80.15","80.70","78.44","121.41K","-2.17%"
"2020- 05- 18","80.27","77.65","80.63","77.65","251.90K","7.07%"
"2020- 05- 15","74.97","74.16","75.62","73.82","138.34K","0.21%"
"2020- 05- 14","74.81","74.29","74.99","72.32","482.12K","-1.07%"
"2020- 05- 13","75.62","77.39","77.40","74.78","309.45K","-2.66%"
"2020- 05- 12","77.69","80.48","80.76","77.69","120.26K","-3.37%"
"2020- 05- 11","80.40","80.75","81.06","79.66","238.25K","-1.35%"
"2020- 05- 08","81.50","78.63","81.64","78.63","185.59K","5.86%"
"2020- 05- 07","76.99","76.81","78.00","76.62","268.26K","1.30%"
"2020- 05- 06","76.00","78.07","78.07","75.77","170.17K","-1.94%"
"2020- 05- 05","77.50","78.05","79.50","77.34","195.98K","0.51%"
"2020- 05- 04","77.11","77.20","77.33","75.89","211.13K","-1.93%"
"2020- 05- 03","78.63","78.63","78.63","78.63","","0.00%"
"2020- 05- 02","78.63","78.63","78.63","78.63","","0.00%"
"2020- 05- 01","78.63","79.88","79.96","77.63","141.66K","-3.33%"
"2020- 04- 30","81.34","83.24","83.24","80.84","163.71K","-3.17%"
"2020- 04- 29","84.00","82.38","84.92","81.73","139.78K","4.22%"
"2020- 04- 28","80.60","80.08","81.29","78.95","167.78K","2.40%"
"2020- 04- 27","78.71","76.93","79.08","76.70","290.26K","3.12%"
"2020- 04- 24","76.33","77.09","77.17","75.27","94.73K","-0.38%"
"2020- 04- 23","76.62","77.04","78.22","76.60","162.98K","0.14%"
"2020- 04- 22","76.51","77.03","77.14","76.15","137.97K","1.84%"
"2020- 04- 21","75.13","76.85","77.40","74.71","133.30K","-4.37%"
"2020- 04- 20","78.56","79.47","80.34","78.45","191.72K","-2.77%"
"2020- 04- 17","80.80","79.27","81.00","79.19","123.69K","6.18%"
"2020- 04- 16","76.10","77.64","77.64","75.18","165.38K","-1.96%"
"2020- 04- 15","77.62","78.09","78.14","76.21","158.09K","-2.79%"
"2020- 04- 14","79.85","80.06","80.86","79.10","167.85K","1.77%"
"2020- 04- 13","78.46","80.36","80.50","77.50","199.78K","-2.78%"
"2020- 04- 09","80.70","80.40","82.73","80.07","229.53K","2.41%"
"2020- 04- 08","78.80","76.45","79.33","76.45","148.42K","4.26%"
"2020- 04- 07","75.58","79.14","80.27","75.58","287.99K","-1.07%"
"2020- 04- 06","76.40","74.00","76.75","73.99","181.87K","7.33%"
"2020- 04- 03","71.18","71.57","72.44","70.20","79.11K","-0.78%"
"2020- 04- 02","71.74","70.77","73.97","70.50","333.97K","0.84%"
"2020- 04- 01","71.14","72.87","73.65","70.76","248.89K","-6.51%"
"2020- 03- 31","76.09","77.00","77.99","75.50","314.26K","-1.83%"
"2020- 03- 30","77.51","77.81","77.81","75.15","221.90K","-0.32%"
"2020- 03- 28","77.76","77.76","77.76","77.76","","0.00%"
"2020- 03- 27","77.76","79.23","80.14","77.24","225.55K","-5.49%"
"2020- 03- 26","82.28","76.14","82.49","75.83","353.59K","10.13%"
"2020- 03- 25","74.71","71.66","77.29","69.92","490.31K","7.13%"
"2020- 03- 24","69.74","66.92","69.89","66.92","418.10K","9.86%"
"2020- 03- 23","63.48","64.17","64.32","60.27","498.73K","-2.52%"
"2020- 03- 21","65.12","65.12","65.12","65.12","","0.00%"
"2020- 03- 20","65.12","68.75","70.67","64.98","329.82K","-4.73%"
"2020- 03- 19","68.35","65.58","68.86","62.75","357.61K","2.84%"
"2020- 03- 18","66.46","67.07","69.14","62.65","517.93K","-9.57%"
"2020- 03- 17","73.49","71.49","73.49","67.02","449.77K","5.14%"
"2020- 03- 16","69.90","71.19","74.39","69.50","689.63K","-13.31%"
"2020- 03- 14","80.63","80.63","80.63","80.63","","0.00%"
"2020- 03- 13","80.63","79.44","80.77","75.13","665.19K","6.65%"
"2020- 03- 12","75.60","77.99","80.00","75.06","840.55K","-11.57%"
"2020- 03- 11","85.49","89.28","90.21","84.12","360.59K","-7.19%"
"2020- 03- 10","92.11","91.74","92.16","87.87","495.54K","3.87%"
"2020- 03- 09","88.68","86.86","91.79","86.26","609.50K","-9.12%"
"2020- 03- 06","97.58","96.47","98.04","94.97","480.12K","-2.11%"
"2020- 03- 05","99.68","102.99","103.40","98.94","190.82K","-5.70%"
"2020- 03- 04","105.71","102.98","105.82","101.88","229.27K","4.24%"
"2020- 03- 03","101.41","103.12","105.81","100.76","200.74K","-1.30%"
"2020- 03- 02","102.75","100.64","102.83","98.08","343.40K","2.77%"
"2020- 02- 28","99.98","98.43","100.55","97.41","690.80K","-1.93%"
"2020- 02- 27","101.95","103.35","105.47","101.09","656.67K","-3.47%"
"2020- 02- 26","105.62","106.78","108.66","105.43","446.25K","-0.85%"
"2020- 02- 25","106.53","112.87","112.87","106.07","539.88K","-5.88%"
"2020- 02- 24","113.19","112.86","113.86","112.20","204.49K","-2.87%"
"2020- 02- 21","116.53","116.24","116.72","115.60","126.20K","-0.22%"
"2020- 02- 20","116.79","117.10","117.75","115.21","164.54K","-0.45%"
"2020- 02- 19","117.32","117.67","118.17","117.29","93.70K","-0.01%"
"2020- 02- 18","117.33","118.48","118.48","117.11","144.77K","-1.02%"
"2020- 02- 17","118.54","118.54","118.54","118.54","","0.00%"
"2020- 02- 14","118.54","119.00","119.00","118.35","133.62K","-0.39%"
"2020- 02- 13","119.00","118.64","119.48","118.60","92.76K","-0.13%"
"2020- 02- 12","119.15","118.92","119.20","118.01","90.38K","0.58%"
"2020- 02- 11","118.46","118.33","119.01","118.05","152.67K","0.50%"
"2020- 02- 10","117.87","117.03","117.87","117.01","133.23K","0.61%"
"2020- 02- 07","117.16","116.80","117.47","116.61","262.92K","0.04%"
"2020- 02- 06","117.11","116.90","117.47","116.26","171.09K","0.60%"
"2020- 02- 05","116.41","116.44","116.49","115.22","143.39K","0.88%"
"2020- 02- 04","115.39","114.38","115.45","114.19","125.89K","2.37%"
"2020- 02- 03","112.72","113.33","114.00","112.60","232.22K","0.15%"
"2020- 01- 31","112.55","114.39","114.90","112.12","351.66K","-2.09%"
"2020- 01- 30","114.95","114.22","115.19","113.57","89.76K","-0.40%"
"2020- 01- 29","115.41","116.80","116.82","115.17","153.53K","-0.51%"
"2020- 01- 28","116.00","115.38","116.45","114.71","128.65K","0.85%"
"2020- 01- 27","115.02","113.33","115.57","113.10","312.08K","-0.42%"
"2020- 01- 24","115.50","116.15","116.39","114.40","237.94K","-0.30%"
"2020- 01- 23","115.85","115.09","116.00","114.43","151.23K","0.60%"
"2020- 01- 22","115.16","115.92","116.23","114.97","223.03K","-0.51%"
"2020- 01- 21","115.75","116.35","116.59","114.71","238.11K","-0.50%"
"2020- 01- 17","116.33","116.61","116.93","116.14","155.59K","-0.15%"
"2020- 01- 16","116.50","115.69","116.50","115.69","166.00K","1.11%"
"2020- 01- 15","115.22","115.01","115.86","114.89","163.57K","0.30%"
"2020- 01- 14","114.87","114.97","115.40","113.99","156.66K","-0.07%"
"2020- 01- 13","114.95","114.16","115.18","114.05","219.53K","1.02%"
"2020- 01- 10","113.79","115.23","115.32","113.57","234.13K","-1.12%"
"2020- 01- 09","115.08","114.89","115.31","114.32","486.38K","0.60%"
"2020- 01- 08","114.39","115.07","115.42","114.15","460.33K","-0.10%"
"2020- 01- 07","114.51","113.82","114.78","113.23","333.90K","0.91%"
"2020- 01- 06","113.48","114.66","114.92","113.17","596.03K","-0.23%"
"2020- 01- 03","113.74","112.15","113.83","111.13","514.31K","1.74%"
"2020- 01- 02","111.80","109.75","111.80","109.57","313.93K","2.47%"
"2019- 12- 31","109.11","109.62","109.95","108.96","585.40K","-0.55%"
"2019- 12- 30","109.71","109.66","110.15","109.11","110.86K","0.59%"
"2019- 12- 27","109.07","109.92","109.92","109.02","154.65K","-0.61%"
"2019- 12- 26","109.74","110.04","110.04","109.30","349.05K","-0.10%"
"2019- 12- 24","109.85","110.69","110.70","109.79","59.03K","-0.43%"
"2019- 12- 23","110.32","110.50","110.61","109.98","188.55K","0.35%"
"2019- 12- 20","109.94","109.33","109.94","109.31","71.68K","0.96%"
"2019- 12- 19","108.89","108.63","109.00","108.34","107.25K","0.30%"
"2019- 12- 18","108.56","109.67","109.67","108.53","113.20K","-0.87%"
"2019- 12- 17","109.51","110.36","110.36","109.17","140.59K","-0.91%"
"2019- 12- 16","110.52","110.77","111.09","110.18","1.47M","-0.02%"
"2019- 12- 13","110.54","110.49","111.04","110.16","114.56K","-0.08%"
"2019- 12- 12","110.63","110.28","111.11","110.07","454.16K","0.33%"
"2019- 12- 11","110.27","109.82","110.38","109.30","504.05K","0.49%"
"2019- 12- 10","109.73","109.75","110.15","109.56","717.94K","0.02%"
"2019- 12- 09","109.71","110.46","110.46","109.67","649.41K","-0.69%"
"2019- 12- 06","110.47","110.14","110.83","110.14","352.07K","0.92%"
"2019- 12- 05","109.46","109.51","109.76","109.15","291.39K","0.15%"
"2019- 12- 04","109.30","109.62","110.44","109.26","763.61K","0.23%"
"2019- 12- 03","109.05","108.13","109.14","107.84","418.65K","-0.02%"
"2019- 12- 02","109.07","111.12","111.22","109.00","355.21K","-1.61%"
"2019- 11- 29","110.86","111.39","111.41","110.86","24.29K","-0.64%"
"2019- 11- 27","111.57","111.70","111.70","110.99","348.33K","-0.10%"
"2019- 11- 26","111.68","110.95","112.00","110.82","250.01K","0.68%"
"2019- 11- 25","110.93","110.62","111.29","110.44","298.70K","0.56%"
"2019- 11- 22","110.31","110.78","110.78","109.80","65.58K","-0.15%"
"2019- 11- 21","110.48","111.84","111.84","110.42","101.21K","-1.66%"
"2019- 11- 20","112.35","111.98","112.72","111.80","291.94K","0.18%"
"2019- 11- 19","112.15","112.60","112.88","112.09","103.05K","-0.18%"
"2019- 11- 18","112.35","112.54","112.62","112.15","99.08K","-0.23%"
"2019- 11- 15","112.61","112.00","112.74","112.00","263.58K","0.87%"
"2019- 11- 14","111.64","110.80","111.75","110.61","98.74K","0.69%"
"2019- 11- 13","110.88","110.27","111.02","110.02","77.27K","0.24%"
"2019- 11- 12","110.61","110.15","110.85","109.98","53.12K","0.38%"
"2019- 11- 11","110.19","109.42","110.43","109.10","92.36K","0.21%"
"2019- 11- 08","109.96","108.96","110.28","108.96","82.02K","1.30%"
"2019- 11- 07","108.55","108.39","109.40","108.27","207.30K","0.86%"
"2019- 11- 06","107.62","107.50","107.75","107.23","88.24K","0.43%"
"2019- 11- 05","107.16","106.87","107.69","106.50","75.96K","0.65%"
"2019- 11- 04","106.47","108.18","108.55","106.10","436.51K","-0.97%"
"2019- 11- 01","107.51","106.02","107.67","106.02","123.08K","1.80%"
"2019- 10- 31","105.61","105.68","105.98","105.00","84.15K","-0.26%"
"2019- 10- 30","105.88","105.08","105.99","104.81","123.31K","0.54%"
"2019- 10- 29","105.31","105.00","105.92","104.92","63.12K","0.24%"
"2019- 10- 28","105.06","104.91","105.72","104.91","124.12K","0.46%"
"2019- 10- 25","104.58","105.31","105.43","104.50","225.58K","-0.77%"
"2019- 10- 24","105.39","104.23","105.51","104.03","69.09K","1.37%"
"2019- 10- 23","103.97","103.79","104.00","103.33","77.22K","0.45%"
"2019- 10- 22","103.50","103.50","104.11","103.18","200.41K","0.16%"
"2019- 10- 21","103.33","103.46","103.76","103.01","129.89K","0.15%"
"2019- 10- 18","103.18","105.09","105.09","103.09","146.11K","-1.92%"
"2019- 10- 17","105.20","106.15","106.69","105.19","97.99K","-0.72%"
"2019- 10- 16","105.96","105.63","106.60","105.56","76.27K","0.26%"
"2019- 10- 15","105.68","105.58","106.14","105.45","62.98K","0.33%"
"2019- 10- 14","105.33","105.31","105.66","104.95","44.08K","-0.02%"
"2019- 10- 11","105.35","105.71","106.20","105.33","92.90K","0.64%"
"2019- 10- 10","104.68","103.96","105.16","103.53","96.06K","0.75%"
"2019- 10- 09","103.90","103.90","104.33","103.56","45.32K","0.68%"
"2019- 10- 08","103.20","103.32","104.06","102.50","123.24K","-0.80%"
"2019- 10- 07","104.03","104.10","104.80","103.74","125.77K","-0.31%"
"2019- 10- 04","104.35","103.52","104.37","103.10","76.30K","0.96%"
"2019- 10- 03","103.36","102.53","103.36","101.46","117.72K","0.62%"
"2019- 10- 02","102.72","103.24","103.37","101.82","163.26K","-1.15%"
"2019- 10- 01","103.91","107.05","107.45","103.70","220.96K","-2.73%"
"2019- 09- 30","106.83","107.30","107.75","106.83","62.84K","-0.28%"
"2019- 09- 27","107.13","108.67","108.72","106.77","157.09K","-1.05%"
"2019- 09- 26","108.27","109.09","109.09","107.88","95.35K","-0.60%"
"2019- 09- 25","108.92","108.40","109.07","107.78","90.78K","0.60%"
"2019- 09- 24","108.27","109.44","109.76","107.74","136.35K","-0.70%"
"2019- 09- 23","109.03","109.21","109.43","108.63","93.91K","-0.90%"
"2019- 09- 20","110.02","111.40","111.53","109.69","139.78K","-1.13%"
"2019- 09- 19","111.28","111.95","112.12","111.23","94.07K","-0.46%"
"2019- 09- 18","111.79","112.05","112.11","110.66","228.78K","-0.31%"
"2019- 09- 17","112.14","111.99","112.29","111.01","239.93K","0.13%"
"2019- 09- 16","111.99","110.85","112.28","110.50","384.52K","1.49%"
"2019- 09- 13","110.35","110.16","110.83","109.97","93.45K","0.47%"
"2019- 09- 12","109.83","109.39","110.02","108.72","101.04K","0.80%"
"2019- 09- 11","108.96","107.64","108.96","107.26","93.23K","1.29%"
"2019- 09- 10","107.57","107.44","107.59","105.69","129.90K","-0.02%"
"2019- 09- 09","107.59","109.15","109.20","107.47","85.85K","-1.18%"
"2019- 09- 06","108.87","109.00","109.21","108.71","59.75K","0.18%"
"2019- 09- 05","108.67","108.59","109.67","108.52","71.17K","1.11%"
"2019- 09- 04","107.48","107.44","107.79","107.28","105.82K","0.68%"
"2019- 09- 03","106.75","106.75","106.86","105.59","115.86K","-0.64%"
"2019- 08- 30","107.44","107.80","107.92","107.00","96.86K","0.26%"
"2019- 08- 29","107.16","106.75","107.39","106.34","230.46K","1.47%"
"2019- 08- 28","105.61","104.45","106.02","103.70","132.17K","0.84%"
"2019- 08- 27","104.73","105.53","105.53","104.05","74.54K","-0.50%"
"2019- 08- 26","105.26","105.35","105.65","104.03","115.82K","0.79%"
"2019- 08- 23","104.44","106.54","107.31","103.95","125.24K","-2.40%"
"2019- 08- 22","107.01","106.59","107.30","105.87","98.94K","0.56%"
"2019- 08- 21","106.41","106.40","106.83","105.94","131.79K","0.76%"
"2019- 08- 20","105.61","105.48","105.80","105.04","78.27K","0.03%"
"2019- 08- 19","105.58","105.52","105.89","105.23","187.17K","1.20%"
"2019- 08- 16","104.33","103.42","104.56","103.32","170.00K","1.53%"
"2019- 08- 15","102.76","102.36","103.01","101.70","283.27K","0.67%"
"2019- 08- 14","102.08","103.13","103.37","101.74","118.77K","-2.30%"
